customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,FM_score,Segment
11217,142,5,3763.31,3,3,3,3,Needs Attention
11218,53,3,3315.86,4,2,3,2,Recent Users
11220,173,4,6336.35,3,3,4,4,Loyal Customers
11221,2,5,6093.87,5,3,4,4,Champions
11222,164,3,2384.92,3,2,3,2,Promising
11223,98,5,2673.31,3,3,3,3,Needs Attention
11224,64,5,2601.92,4,3,3,3,Potential Loyalist
11225,54,1,19.5,4,1,1,1,Price Sensitive
11226,67,4,3982.8599999999997,4,3,3,3,Potential Loyalist
11227,51,2,2137.9700000000003,4,1,3,2,Recent Users
11228,24,3,1137.3500000000001,5,2,2,2,Recent Users
11229,233,3,4339.83,2,2,4,3,Hibernating
11230,58,3,1275.93,4,2,2,2,Recent Users
11231,162,3,2016.89,3,2,2,2,Promising
11232,248,4,6362.9,2,3,5,4,Can't Lose Them
11233,15,5,4788.92,5,3,4,4,Champions
11234,17,6,5696.71,5,4,4,4,Champions
11235,18,1,2093.92,5,1,2,2,Recent Users
11236,54,2,187.99,4,1,1,1,Price Sensitive
11237,86,3,3629.87,3,2,3,2,Promising
11238,2,4,1501.8700000000001,5,3,2,2,Recent Users
11239,42,6,7013.17,4,4,5,4,Champions
11240,3,5,5064.200000000001,5,3,4,4,Champions
11241,13,5,3261.36,5,3,3,3,Potential Loyalist
11242,96,2,4503.88,3,1,4,2,Promising
11243,63,6,4230.32,4,4,4,4,Champions
11244,21,6,6219.76,5,4,4,4,Champions
11245,218,2,268.0,2,1,1,1,About To Sleep
11246,231,3,978.38,2,2,2,2,About To Sleep
11247,9,8,6972.72,5,5,5,5,Champions
11248,80,3,2308.91,3,2,3,2,Promising
11249,160,2,1643.8300000000002,3,1,2,2,Promising
11250,41,1,2705.4,4,1,3,2,Recent Users
11251,51,4,3035.33,4,3,3,3,Potential Loyalist
11252,23,5,7390.84,5,3,5,4,Champions
11253,17,7,5820.7,5,4,4,4,Champions
11254,15,5,3640.83,5,3,3,3,Potential Loyalist
11255,41,1,464.96000000000004,4,1,1,1,Price Sensitive
11256,87,4,2612.92,3,3,3,3,Needs Attention
11257,24,4,2878.95,5,3,3,3,Potential Loyalist
11258,12,2,2974.38,5,1,3,2,Recent Users
11259,66,4,3650.9300000000003,4,3,3,3,Potential Loyalist
11260,66,3,4578.92,4,2,4,3,Potential Loyalist
11261,8,2,2257.94,5,1,3,2,Recent Users
11262,10,4,5460.47,5,3,4,4,Champions
11263,76,6,10846.25,4,4,5,4,Champions
11264,45,6,6199.29,4,4,4,4,Champions
11265,59,3,2028.49,4,2,2,2,Recent Users
11266,172,3,2467.9300000000003,3,2,3,2,Promising
11267,33,12,10160.68,4,5,5,5,Champions
11268,67,4,1830.89,4,3,2,2,Recent Users
11269,129,5,3248.76,3,3,3,3,Needs Attention
11270,29,6,5032.75,5,4,4,4,Champions
11271,18,5,5290.360000000001,5,3,4,4,Champions
11272,81,1,2285.95,3,1,3,2,Promising
11273,227,4,5124.9,2,3,4,4,Can't Lose Them
11274,32,4,6743.87,4,3,5,4,Champions
11275,125,2,1701.43,3,1,2,2,Promising
11276,27,1,900.0,5,1,2,2,Recent Users
11277,47,3,2143.41,4,2,3,2,Recent Users
11278,81,3,4091.94,3,2,4,3,Needs Attention
11279,33,5,7042.81,4,3,5,4,Champions
11280,70,5,7926.89,4,3,5,4,Champions
11281,36,2,3335.3900000000003,4,1,3,2,Recent Users
11282,1,8,5563.280000000001,5,5,4,4,Champions
11283,6,4,5148.88,5,3,4,4,Champions
11284,84,4,8203.28,3,3,5,4,Loyal Customers
11285,221,4,4011.41,2,3,3,3,Hibernating
11286,122,7,8242.74,3,4,5,4,Loyal Customers
11287,27,3,2275.86,5,2,3,2,Recent Users
11288,2,9,10938.15,5,5,5,5,Champions
11289,63,3,3823.88,4,2,3,2,Recent Users
11290,145,2,3327.4300000000003,3,1,3,2,Promising
11291,21,4,5317.91,5,3,4,4,Champions
11292,74,4,5710.85,4,3,4,4,Champions
11293,221,2,1968.0,2,1,2,2,About To Sleep
11294,6,4,2161.79,5,3,3,3,Potential Loyalist
11295,10,5,7678.200000000001,5,3,5,4,Champions
11296,3,7,14058.25,5,4,5,4,Champions
11297,16,4,3385.8900000000003,5,3,3,3,Potential Loyalist
11298,47,5,7639.26,4,3,5,4,Champions
11299,40,5,4595.81,4,3,4,4,Champions
11300,32,3,2254.48,4,2,3,2,Recent Users
11301,71,3,1086.41,4,2,2,2,Recent Users
11302,94,4,5208.280000000001,3,3,4,4,Loyal Customers
11303,69,2,399.97,4,1,1,1,Price Sensitive
11304,155,2,777.9000000000001,3,1,2,2,Promising
11305,77,5,5086.84,4,3,4,4,Champions
11306,183,5,7898.7300000000005,3,3,5,4,Loyal Customers
11307,27,8,12041.65,5,5,5,5,Champions
11308,22,4,4612.47,5,3,4,4,Champions
11309,76,5,6557.77,4,3,5,4,Champions
11310,114,2,1456.45,3,1,2,2,Promising
11311,72,6,4472.31,4,4,4,4,Champions
11312,227,1,769.97,2,1,2,2,About To Sleep
11313,176,4,1559.8500000000001,3,3,2,2,Promising
11314,78,2,2078.91,4,1,2,2,Recent Users
11315,28,6,14245.060000000001,5,4,5,4,Champions
11316,11,4,3580.36,5,3,3,3,Potential Loyalist
11317,22,8,6854.570000000001,5,5,5,5,Champions
11318,124,2,1836.96,3,1,2,2,Promising
11319,74,3,1327.8500000000001,4,2,2,2,Recent Users
11320,23,5,4635.83,5,3,4,4,Champions
11321,26,6,3618.31,5,4,3,4,Champions
11322,79,4,1436.89,3,3,2,2,Promising
11323,50,6,6337.32,4,4,4,4,Champions
11324,85,5,8168.83,3,3,5,4,Loyal Customers
11325,95,4,2419.38,3,3,3,3,Needs Attention
11326,190,1,520.95,2,1,1,1,About To Sleep
11327,130,7,4506.37,3,4,4,4,Loyal Customers
11328,11,8,5616.31,5,5,4,4,Champions
11329,219,4,1252.9,2,3,2,2,About To Sleep
11330,36,3,4501.81,4,2,4,3,Potential Loyalist
11331,129,4,3232.3900000000003,3,3,3,3,Needs Attention
11332,156,3,4881.81,3,2,4,3,Needs Attention
11333,1,3,6409.860000000001,5,2,5,4,Champions
11334,5,5,5950.39,5,3,4,4,Champions
11335,29,2,2441.9300000000003,5,1,3,2,Recent Users
11336,48,3,5279.84,4,2,4,3,Potential Loyalist
11337,97,2,974.4300000000001,3,1,2,2,Promising
11338,87,2,743.48,3,1,2,2,Promising
11339,45,8,7233.63,4,5,5,5,Champions
11340,182,5,4594.24,3,3,4,4,Loyal Customers
11341,39,8,9123.82,4,5,5,5,Champions
11342,25,4,6557.79,5,3,5,4,Champions
11343,45,3,4978.88,4,2,4,3,Potential Loyalist
11344,73,4,1817.94,4,3,2,2,Recent Users
11345,180,3,5194.92,3,2,4,3,Needs Attention
11346,18,5,3346.73,5,3,3,3,Potential Loyalist
11347,38,4,3542.37,4,3,3,3,Potential Loyalist
11348,161,3,2033.8600000000001,3,2,2,2,Promising
11349,6,6,7735.78,5,4,5,4,Champions
11350,217,7,6513.700000000001,2,4,5,4,Can't Lose Them
11351,41,7,6650.76,4,4,5,4,Champions
11352,19,4,2524.83,5,3,3,3,Potential Loyalist
11353,360,1,134.48000000000002,2,1,1,1,About To Sleep
11354,106,5,5861.46,3,3,4,4,Loyal Customers
11355,107,3,2925.9700000000003,3,2,3,2,Promising
11356,55,4,1880.3200000000002,4,3,2,2,Recent Users
11357,46,5,8814.880000000001,4,3,5,4,Champions
11358,65,3,1828.8500000000001,4,2,2,2,Recent Users
11359,16,6,5362.3,5,4,4,4,Champions
11360,45,4,2189.8900000000003,4,3,3,3,Potential Loyalist
11361,242,1,1384.0,2,1,2,2,About To Sleep
11362,12,5,6373.81,5,3,5,4,Champions
11363,22,7,6994.81,5,4,5,4,Champions
11364,62,5,7774.77,4,3,5,4,Champions
11365,99,6,2332.36,3,4,3,4,Loyal Customers
11366,13,5,3487.2400000000002,5,3,3,3,Potential Loyalist
11367,232,3,5033.35,2,2,4,3,Hibernating
11368,115,4,5534.87,3,3,4,4,Loyal Customers
11369,95,2,1084.93,3,1,2,2,Promising
11370,54,3,5453.9400000000005,4,2,4,3,Potential Loyalist
11371,28,5,1116.91,5,3,2,2,Recent Users
11372,13,6,6683.23,5,4,5,4,Champions
11373,24,6,4802.31,5,4,4,4,Champions
11374,191,4,5453.3,2,3,4,4,Can't Lose Them
11375,23,4,3522.86,5,3,3,3,Potential Loyalist
11376,25,1,3365.91,5,1,3,2,Recent Users
11377,5,5,7113.63,5,3,5,4,Champions
11378,120,4,3532.7700000000004,3,3,3,3,Needs Attention
11379,29,4,3746.87,5,3,3,3,Potential Loyalist
11380,48,5,4301.860000000001,4,3,4,4,Champions
11381,90,1,570.99,3,1,1,1,Promising
11382,246,3,4547.42,2,2,4,3,Hibernating
11383,7,3,1723.8100000000002,5,2,2,2,Recent Users
11384,116,4,4535.83,3,3,4,4,Loyal Customers
11385,64,7,7457.16,4,4,5,4,Champions
11386,119,8,10074.24,3,5,5,5,Loyal Customers
11387,103,7,4861.89,3,4,4,4,Loyal Customers
11388,73,3,1628.83,4,2,2,2,Recent Users
11389,53,2,3093.4300000000003,4,1,3,2,Recent Users
11390,102,5,5378.84,3,3,4,4,Loyal Customers
11391,212,4,3302.84,2,3,3,3,Hibernating
11392,195,4,1781.7900000000002,2,3,2,2,About To Sleep
11393,33,5,5441.34,4,3,4,4,Champions
11394,61,6,7018.82,4,4,5,4,Champions
11395,88,4,6107.9,3,3,4,4,Loyal Customers
11396,1,5,9441.23,5,3,5,4,Champions
11397,99,4,466.98,3,3,1,2,Promising
11398,10,5,4735.85,5,3,4,4,Champions
11399,20,3,2985.4,5,2,3,2,Recent Users
11400,73,2,2046.48,4,1,2,2,Recent Users
11401,25,5,2008.8400000000001,5,3,2,2,Recent Users
11402,111,1,612.9300000000001,3,1,1,1,Promising
11403,53,5,6993.32,4,3,5,4,Champions
11404,11,3,1275.44,5,2,2,2,Recent Users
11405,45,1,594.95,4,1,1,1,Price Sensitive
11406,180,3,3283.87,3,2,3,2,Promising
11407,197,2,2413.91,2,1,3,2,About To Sleep
11408,130,3,1848.8500000000001,3,2,2,2,Promising
11409,50,1,1800.0,4,1,2,2,Recent Users
11410,26,2,984.3900000000001,5,1,2,2,Recent Users
11411,9,8,7714.68,5,5,5,5,Champions
11412,21,7,9182.23,5,4,5,4,Champions
11413,22,5,3514.33,5,3,3,3,Potential Loyalist
11414,147,3,2534.83,3,2,3,2,Promising
11415,99,6,5047.76,3,4,4,4,Loyal Customers
11416,110,1,259.98,3,1,1,1,Promising
11417,3,3,2971.44,5,2,3,2,Recent Users
11418,127,2,1348.3600000000001,3,1,2,2,Promising
11419,25,5,4079.33,5,3,4,4,Champions
11420,85,1,1052.97,3,1,2,2,Promising
11421,258,1,256.99,2,1,1,1,About To Sleep
11422,94,7,11882.76,3,4,5,4,Loyal Customers
11423,12,5,3308.8900000000003,5,3,3,3,Potential Loyalist
11424,76,7,4097.3,4,4,4,4,Champions
11425,68,2,669.45,4,1,2,2,Recent Users
11426,45,4,2377.44,4,3,3,3,Potential Loyalist
11427,53,5,4305.84,4,3,4,4,Champions
11429,78,5,6871.85,4,3,5,4,Champions
11430,64,7,7124.68,4,4,5,4,Champions
11431,57,7,7557.66,4,4,5,4,Champions
11432,131,2,1891.96,3,1,2,2,Promising
11433,1,6,5970.32,5,4,4,4,Champions
11434,33,8,6521.3,4,5,5,5,Champions
11436,56,8,10098.65,4,5,5,5,Champions
11437,98,4,2598.42,3,3,3,3,Needs Attention
11438,129,5,5217.200000000001,3,3,4,4,Loyal Customers
11439,36,3,2403.94,4,2,3,2,Recent Users
11440,35,3,906.4000000000001,4,2,2,2,Recent Users
11441,33,7,9548.79,4,4,5,4,Champions
11442,18,8,12836.68,5,5,5,5,Champions
11443,9,6,8033.74,5,4,5,4,Champions
11444,89,5,2771.38,3,3,3,3,Needs Attention
11445,28,8,9380.23,5,5,5,5,Champions
11446,298,3,1332.8700000000001,2,2,2,2,About To Sleep
11447,187,2,1689.96,3,1,2,2,Promising
11448,86,4,5961.32,3,3,4,4,Loyal Customers
11449,62,6,3650.42,4,4,3,4,Champions
11450,118,5,3812.8,3,3,3,3,Needs Attention
11451,29,2,893.9200000000001,5,1,2,2,Recent Users
11452,4,5,5170.26,5,3,4,4,Champions
11453,93,6,7693.94,3,4,5,4,Loyal Customers
11454,120,3,3885.86,3,2,3,2,Promising
11455,6,3,3653.9300000000003,5,2,3,2,Recent Users
11456,149,5,8767.15,3,3,5,4,Loyal Customers
11457,56,6,4309.85,4,4,4,4,Champions
11458,5,2,2308.9,5,1,3,2,Recent Users
11459,60,5,9070.27,4,3,5,4,Champions
11460,80,4,3983.91,3,3,3,3,Needs Attention
11461,82,4,2264.37,3,3,3,3,Needs Attention
11462,260,1,587.9300000000001,2,1,1,1,About To Sleep
11463,211,4,7365.780000000001,2,3,5,4,Can't Lose Them
11464,19,7,9344.33,5,4,5,4,Champions
11465,62,3,5245.9400000000005,4,2,4,3,Potential Loyalist
11466,15,5,8707.84,5,3,5,4,Champions
11467,63,6,5945.35,4,4,4,4,Champions
11468,25,3,3622.37,5,2,3,2,Recent Users
11469,19,3,2161.85,5,2,3,2,Recent Users
11470,59,6,4518.71,4,4,4,4,Champions
11471,173,5,6334.92,3,3,4,4,Loyal Customers
11472,1,5,7090.79,5,3,5,4,Champions
11473,81,7,5002.87,3,4,4,4,Loyal Customers
11474,286,1,688.97,2,1,2,2,About To Sleep
11475,106,6,3631.2700000000004,3,4,3,4,Loyal Customers
11476,225,1,579.98,2,1,1,1,About To Sleep
11477,15,6,6832.1900000000005,5,4,5,4,Champions
11478,38,3,3849.3900000000003,4,2,3,2,Recent Users
11479,176,2,641.48,3,1,1,1,Promising
11480,36,3,2589.92,4,2,3,2,Recent Users
11481,7,7,7360.79,5,4,5,4,Champions
11482,34,10,11388.74,4,5,5,5,Champions
11483,32,9,9103.710000000001,4,5,5,5,Champions
11484,101,3,4042.88,3,2,4,3,Needs Attention
11485,109,2,1998.97,3,1,2,2,Promising
11486,19,4,4043.34,5,3,4,4,Champions
11487,105,6,5154.31,3,4,4,4,Loyal Customers
11488,33,5,3865.29,4,3,3,3,Potential Loyalist
11489,204,4,2059.84,2,3,2,2,About To Sleep
11490,93,5,6523.21,3,3,5,4,Loyal Customers
11491,88,4,3124.88,3,3,3,3,Needs Attention
11492,2,3,1905.3700000000001,5,2,2,2,Recent Users
11493,8,3,2547.98,5,2,3,2,Recent Users
11494,92,5,10501.76,3,3,5,4,Loyal Customers
11495,13,4,3540.88,5,3,3,3,Potential Loyalist
11496,146,4,10082.31,3,3,5,4,Loyal Customers
11497,94,5,7440.79,3,3,5,4,Loyal Customers
11498,73,6,5164.77,4,4,4,4,Champions
11499,48,2,2438.91,4,1,3,2,Recent Users
11500,182,2,1401.96,3,1,2,2,Promising
11501,26,3,3438.94,5,2,3,2,Recent Users
11502,11,6,4409.32,5,4,4,4,Champions
11503,107,6,5436.66,3,4,4,4,Loyal Customers
11504,90,8,9336.220000000001,3,5,5,5,Loyal Customers
11505,211,3,2665.83,2,2,3,2,About To Sleep
11506,135,3,1223.94,3,2,2,2,Promising
11507,196,3,862.4200000000001,2,2,2,2,About To Sleep
11508,255,1,195.48000000000002,2,1,1,1,About To Sleep
11509,5,1,137.97,5,1,1,1,Price Sensitive
11510,160,2,1595.45,3,1,2,2,Promising
11511,9,6,9029.16,5,4,5,4,Champions
11512,4,10,11050.130000000001,5,5,5,5,Champions
11513,174,1,168.5,3,1,1,1,Promising
11514,6,3,2228.87,5,2,3,2,Recent Users
11515,28,3,4359.88,5,2,4,3,Potential Loyalist
11516,69,4,1998.8600000000001,4,3,2,2,Recent Users
11517,9,4,3398.81,5,3,3,3,Potential Loyalist
11518,120,3,1337.4,3,2,2,2,Promising
11519,60,3,5671.89,4,2,4,3,Potential Loyalist
11520,58,3,3731.41,4,2,3,2,Recent Users
11521,81,4,3420.87,3,3,3,3,Needs Attention
11522,78,6,8269.67,4,4,5,4,Champions
11523,113,1,267.96000000000004,3,1,1,1,Promising
11524,36,5,2603.37,4,3,3,3,Potential Loyalist
11525,60,7,8959.79,4,4,5,4,Champions
11526,231,3,2167.9,2,2,3,2,About To Sleep
11527,38,3,2050.9,4,2,2,2,Recent Users
11528,111,4,7421.89,3,3,5,4,Loyal Customers
11529,1,6,5668.32,5,4,4,4,Champions
11530,24,2,793.9100000000001,5,1,2,2,Recent Users
11531,147,7,6857.860000000001,3,4,5,4,Loyal Customers
11532,43,7,7236.66,4,4,5,4,Champions
11533,230,2,3505.93,2,1,3,2,About To Sleep
11534,82,6,4587.78,3,4,4,4,Loyal Customers
11535,57,4,2705.38,4,3,3,3,Potential Loyalist
11536,112,2,2231.4,3,1,3,2,Promising
11537,138,5,4152.39,3,3,4,4,Loyal Customers
11538,5,6,6470.83,5,4,5,4,Champions
11539,220,2,370.46000000000004,2,1,1,1,About To Sleep
11540,14,2,3414.3900000000003,5,1,3,2,Recent Users
11541,92,1,1739.95,3,1,2,2,Promising
11542,31,6,7593.24,5,4,5,4,Champions
11543,322,1,146.0,2,1,1,1,About To Sleep
11544,50,4,1606.3500000000001,4,3,2,2,Recent Users
11545,163,4,2472.85,3,3,3,3,Needs Attention
11546,78,4,4910.34,4,3,4,4,Champions
11547,28,5,7854.31,5,3,5,4,Champions
11548,15,6,4484.77,5,4,4,4,Champions
11549,31,3,2896.8900000000003,5,2,3,2,Recent Users
11550,15,3,2738.86,5,2,3,2,Recent Users
11551,46,4,5521.88,4,3,4,4,Champions
11552,237,2,848.4000000000001,2,1,2,2,About To Sleep
11553,192,1,565.95,2,1,1,1,About To Sleep
11554,86,6,11667.66,3,4,5,4,Loyal Customers
11555,27,4,3189.79,5,3,3,3,Potential Loyalist
11556,78,6,7863.27,4,4,5,4,Champions
11557,29,3,2824.34,5,2,3,2,Recent Users
11558,15,3,3020.98,5,2,3,2,Recent Users
11559,27,6,3187.21,5,4,3,4,Champions
11560,5,6,8969.26,5,4,5,4,Champions
11561,19,9,6595.14,5,5,5,5,Champions
11562,17,9,8897.62,5,5,5,5,Champions
11563,35,2,2117.44,4,1,3,2,Recent Users
11564,68,5,6471.32,4,3,5,4,Champions
11566,151,6,8748.77,3,4,5,4,Loyal Customers
11567,101,3,3643.96,3,2,3,2,Promising
11568,142,3,5643.82,3,2,4,3,Needs Attention
11569,108,2,366.97,3,1,1,1,Promising
11570,38,2,836.4000000000001,4,1,2,2,Recent Users
11571,7,4,1168.93,5,3,2,2,Recent Users
11572,18,7,5906.85,5,4,4,4,Champions
11573,52,5,9153.27,4,3,5,4,Champions
11574,91,4,2331.39,3,3,3,3,Needs Attention
11575,22,7,6825.33,5,4,5,4,Champions
11576,151,3,1831.4,3,2,2,2,Promising
11577,206,2,2066.4300000000003,2,1,2,2,About To Sleep
11578,19,2,3067.87,5,1,3,2,Recent Users
11579,46,4,3320.7300000000005,4,3,3,3,Potential Loyalist
11580,321,1,569.99,2,1,1,1,About To Sleep
11581,145,3,4519.91,3,2,4,3,Needs Attention
11582,62,5,6476.81,4,3,5,4,Champions
11583,2,8,9535.48,5,5,5,5,Champions
11584,171,4,2202.37,3,3,3,3,Needs Attention
11585,152,2,2129.41,3,1,3,2,Promising
11586,46,2,760.94,4,1,2,2,Recent Users
11587,32,2,2458.9700000000003,4,1,3,2,Recent Users
11588,13,4,1971.94,5,3,2,2,Recent Users
11589,9,6,4061.78,5,4,4,4,Champions
11590,31,6,3036.35,5,4,3,4,Champions
11591,116,5,3779.86,3,3,3,3,Needs Attention
11592,247,1,1091.95,2,1,2,2,About To Sleep
11593,30,4,3707.3500000000004,5,3,3,3,Potential Loyalist
11594,33,9,10506.1,4,5,5,5,Champions
11595,51,9,7339.2300000000005,4,5,5,5,Champions
11596,129,2,3572.9300000000003,3,1,3,2,Promising
11597,19,2,827.89,5,1,2,2,Recent Users
11598,148,1,2509.99,3,1,3,2,Promising
11599,25,6,9941.64,5,4,5,4,Champions
11600,119,5,7375.25,3,3,5,4,Loyal Customers
11601,32,3,2910.3900000000003,4,2,3,2,Recent Users
11602,52,2,2867.4,4,1,3,2,Recent Users
11603,183,2,2154.96,3,1,3,2,Promising
11604,77,7,7800.17,4,4,5,4,Champions
11605,239,2,1423.3400000000001,2,1,2,2,About To Sleep
11606,59,5,4332.360000000001,4,3,4,4,Champions
11607,177,3,2987.9700000000003,3,2,3,2,Promising
11608,31,4,2189.36,5,3,3,3,Potential Loyalist
11609,190,2,195.97,2,1,1,1,About To Sleep
11610,128,2,1919.99,3,1,2,2,Promising
11611,14,6,8511.81,5,4,5,4,Champions
11612,133,1,2154.4300000000003,3,1,3,2,Promising
11613,47,5,10339.380000000001,4,3,5,4,Champions
11614,106,2,593.4300000000001,3,1,1,1,Promising
11615,4,5,3167.82,5,3,3,3,Potential Loyalist
11616,189,4,3624.85,2,3,3,3,Hibernating
11617,123,3,2333.91,3,2,3,2,Promising
11618,39,3,4044.4,4,2,4,3,Potential Loyalist
11619,87,4,4613.4400000000005,3,3,4,4,Loyal Customers
11620,231,1,1920.99,2,1,2,2,About To Sleep
11622,203,1,734.4200000000001,2,1,2,2,About To Sleep
11623,10,6,7255.8,5,4,5,4,Champions
11624,24,4,5659.83,5,3,4,4,Champions
11625,11,6,5159.81,5,4,4,4,Champions
11626,9,2,210.49,5,1,1,1,Price Sensitive
11627,284,3,4921.4,2,2,4,3,Hibernating
11628,13,3,3572.9,5,2,3,2,Recent Users
11629,34,1,179.97,4,1,1,1,Price Sensitive
11630,43,5,4137.66,4,3,4,4,Champions
11631,58,2,1101.95,4,1,2,2,Recent Users
11632,24,3,1083.9,5,2,2,2,Recent Users
11633,46,1,351.96000000000004,4,1,1,1,Price Sensitive
11634,157,3,1688.43,3,2,2,2,Promising
11635,64,3,4281.79,4,2,4,3,Potential Loyalist
11636,30,5,7559.8,5,3,5,4,Champions
11637,1,3,2459.45,5,2,3,2,Recent Users
11638,74,2,3791.8500000000004,4,1,3,2,Recent Users
11639,298,1,183.96,2,1,1,1,About To Sleep
11640,54,6,7369.1900000000005,4,4,5,4,Champions
11641,15,3,4816.92,5,2,4,3,Potential Loyalist
11643,24,1,1214.46,5,1,2,2,Recent Users
11644,31,4,1175.9,5,3,2,2,Recent Users
11645,2,3,2192.49,5,2,3,2,Recent Users
11646,81,3,4882.4,3,2,4,3,Needs Attention
11647,104,7,6116.67,3,4,4,4,Loyal Customers
11648,228,3,4551.89,2,2,4,3,Hibernating
11649,62,6,6368.7300000000005,4,4,5,4,Champions
11650,99,3,1089.91,3,2,2,2,Promising
11651,100,3,1080.95,3,2,2,2,Promising
11652,115,4,3689.3900000000003,3,3,3,3,Needs Attention
11653,43,8,4939.72,4,5,4,4,Champions
11654,32,3,4979.81,4,2,4,3,Potential Loyalist
11655,41,3,3454.92,4,2,3,2,Recent Users
11656,110,5,7269.7300000000005,3,3,5,4,Loyal Customers
11657,37,6,5859.37,4,4,4,4,Champions
11658,44,2,494.0,4,1,1,1,Price Sensitive
11659,9,4,2069.92,5,3,2,2,Recent Users
11660,5,5,2430.3,5,3,3,3,Potential Loyalist
11661,44,5,6272.280000000001,4,3,4,4,Champions
11662,57,5,6306.32,4,3,4,4,Champions
11663,37,3,1901.3700000000001,4,2,2,2,Recent Users
11664,54,2,1586.49,4,1,2,2,Recent Users
11665,85,3,3360.38,3,2,3,2,Promising
11666,65,3,2459.88,4,2,3,2,Recent Users
11667,63,5,5070.46,4,3,4,4,Champions
11668,129,2,2362.9300000000003,3,1,3,2,Promising
11669,48,5,8552.85,4,3,5,4,Champions
11670,64,4,5768.96,4,3,4,4,Champions
11671,1,3,1230.39,5,2,2,2,Recent Users
11672,39,3,3507.41,4,2,3,2,Recent Users
11673,17,11,9299.69,5,5,5,5,Champions
11674,47,2,1803.45,4,1,2,2,Recent Users
11675,17,3,824.4300000000001,5,2,2,2,Recent Users
11676,3,1,1599.0,5,1,2,2,Recent Users
11677,18,10,6683.75,5,5,5,5,Champions
11678,86,3,860.4,3,2,2,2,Promising
11679,195,4,4207.27,2,3,4,4,Can't Lose Them
11680,175,2,809.95,3,1,2,2,Promising
11681,72,4,3020.89,4,3,3,3,Potential Loyalist
11682,97,4,9378.83,3,3,5,4,Loyal Customers
11683,12,4,2536.82,5,3,3,3,Potential Loyalist
11684,32,4,2334.33,4,3,3,3,Potential Loyalist
11685,5,8,7612.16,5,5,5,5,Champions
11686,169,1,1091.97,3,1,2,2,Promising
11687,48,4,3025.42,4,3,3,3,Potential Loyalist
11688,228,3,4713.85,2,2,4,3,Hibernating
11689,291,1,779.9300000000001,2,1,2,2,About To Sleep
11690,44,6,7404.81,4,4,5,4,Champions
11691,239,4,7209.81,2,3,5,4,Can't Lose Them
11692,38,7,4622.280000000001,4,4,4,4,Champions
11693,65,2,465.94,4,1,1,1,Price Sensitive
11694,28,4,5254.89,5,3,4,4,Champions
11695,14,3,1720.8200000000002,5,2,2,2,Recent Users
11696,125,1,2079.99,3,1,2,2,Promising
11697,191,3,4042.46,2,2,4,3,Hibernating
11698,13,10,7871.29,5,5,5,5,Champions
11699,46,4,8232.73,4,3,5,4,Champions
11700,65,4,4823.37,4,3,4,4,Champions
11701,69,6,8457.31,4,4,5,4,Champions
11702,56,7,5333.25,4,4,4,4,Champions
11703,57,3,3440.92,4,2,3,2,Recent Users
11704,56,3,2177.37,4,2,3,2,Recent Users
11705,60,6,4653.22,4,4,4,4,Champions
11706,31,3,3852.46,5,2,3,2,Recent Users
11707,45,5,4198.32,4,3,4,4,Champions
11708,54,6,8836.34,4,4,5,4,Champions
11709,12,2,2766.91,5,1,3,2,Recent Users
11710,62,7,6136.7300000000005,4,4,4,4,Champions
11711,1,5,7279.89,5,3,5,4,Champions
11712,116,4,6342.32,3,3,4,4,Loyal Customers
11713,51,3,1570.95,4,2,2,2,Recent Users
11714,57,6,3859.8500000000004,4,4,3,4,Champions
11715,103,6,3772.8,3,4,3,4,Loyal Customers
11716,353,1,97.0,2,1,1,1,About To Sleep
11717,218,3,1335.47,2,2,2,2,About To Sleep
11718,18,1,2611.98,5,1,3,2,Recent Users
11719,69,3,4054.38,4,2,4,3,Potential Loyalist
11720,35,3,1829.3700000000001,4,2,2,2,Recent Users
11721,103,4,4165.33,3,3,4,4,Loyal Customers
11722,39,3,3553.38,4,2,3,2,Recent Users
11723,53,4,1268.8700000000001,4,3,2,2,Recent Users
11724,44,4,991.4100000000001,4,3,2,2,Recent Users
11725,6,8,13670.76,5,5,5,5,Champions
11726,14,5,8770.2,5,3,5,4,Champions
11727,182,5,1632.8600000000001,3,3,2,2,Promising
11728,64,4,2202.94,4,3,3,3,Potential Loyalist
11729,128,3,2158.4,3,2,3,2,Promising
11730,161,4,2499.9,3,3,3,3,Needs Attention
11731,6,6,3641.3,5,4,3,4,Champions
11732,50,3,1399.91,4,2,2,2,Recent Users
11733,33,4,1468.44,4,3,2,2,Recent Users
11734,62,6,8789.74,4,4,5,4,Champions
11735,136,4,3257.91,3,3,3,3,Needs Attention
11736,25,6,7640.34,5,4,5,4,Champions
11737,133,1,612.9300000000001,3,1,1,1,Promising
11738,214,2,1235.8500000000001,2,1,2,2,About To Sleep
11739,21,4,3278.42,5,3,3,3,Potential Loyalist
11740,25,2,1696.92,5,1,2,2,Recent Users
11741,220,2,548.96,2,1,1,1,About To Sleep
11742,118,1,241.47000000000003,3,1,1,1,Promising
11743,20,7,8767.83,5,4,5,4,Champions
11744,49,2,1750.95,4,1,2,2,Recent Users
11745,63,5,3711.92,4,3,3,3,Potential Loyalist
11746,155,2,557.97,3,1,1,1,Promising
11747,107,2,3262.44,3,1,3,2,Promising
11748,89,4,3343.84,3,3,3,3,Needs Attention
